X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Label,Sub 2
0.22271351516246796,0.2614036202430725,0.2835242748260498,0.3043903708457947,0.3138294219970703,0.2286919206380844,0.19809572398662567,0.17749200761318207,0.1582929790019989,0.20107977092266083,0.16996577382087708,0.1507904827594757,0.13391542434692383,0.17956525087356567,0.15253344178199768,0.13467484712600708,0.11842115968465805,0.16458605229854584,0.14213064312934875,0.12651756405830383,0.11344899237155914,paham,1
0.23085027933120728,0.27528244256973267,0.30256903171539307,0.3209966719150543,0.3267362117767334,0.25126543641090393,0.22385665774345398,0.20317232608795166,0.18390896916389465,0.2288079857826233,0.19478145241737366,0.1715107262134552,0.15045467019081116,0.21016651391983032,0.17791366577148438,0.15719887614250183,0.1393926739692688,0.19484224915504456,0.17086626589298248,0.15380558371543884,0.13863717019557953,paham,1
0.23741868138313293,0.27770164608955383,0.3025820553302765,0.321493923664093,0.33208173513412476,0.24849067628383636,0.21674688160419464,0.19243119657039642,0.16958460211753845,0.2290254831314087,0.1915644109249115,0.16711938381195068,0.14516165852546692,0.21326830983161926,0.18220844864845276,0.16080811619758606,0.14078350365161896,0.20018476247787476,0.17766976356506348,0.16172513365745544,0.14564265310764313,paham,1
0.24325335025787354,0.2853383719921112,0.31121623516082764,0.33140698075294495,0.34268367290496826,0.25457170605659485,0.23079974949359894,0.20939409732818604,0.18749843537807465,0.23533238470554352,0.19812658429145813,0.17720308899879456,0.15778152644634247,0.21974599361419678,0.18835628032684326,0.16798895597457886,0.14798736572265625,0.20852211117744446,0.18480956554412842,0.1673589050769806,0.1505814492702484,paham,1
0.25355425477027893,0.2898796796798706,0.31235140562057495,0.33077341318130493,0.3432285189628601,0.2601318657398224,0.24011635780334473,0.22049608826637268,0.19959375262260437,0.24182628095149994,0.20892778038978577,0.18731245398521423,0.1668737232685089,0.22704292833805084,0.19774580001831055,0.17709925770759583,0.15775562822818756,0.21526432037353516,0.19354639947414398,0.17738139629364014,0.16225802898406982,paham,1
0.25952962040901184,0.2923094928264618,0.31405383348464966,0.33392953872680664,0.34776753187179565,0.2656745910644531,0.2539282739162445,0.23765388131141663,0.21932415664196014,0.2473565638065338,0.21666228771209717,0.19706572592258453,0.17901583015918732,0.23239119350910187,0.2029312252998352,0.18391376733779907,0.16717413067817688,0.22065995633602142,0.20089980959892273,0.1873662918806076,0.17499017715454102,paham,1
0.26132410764694214,0.2996370792388916,0.3193678557872772,0.3369047939777374,0.34755057096481323,0.26927733421325684,0.24991485476493835,0.23639851808547974,0.22154101729393005,0.2535002529621124,0.22442857921123505,0.20753827691078186,0.1907697319984436,0.24000290036201477,0.21351277828216553,0.19580906629562378,0.1789662390947342,0.22840702533721924,0.20888596773147583,0.1958131492137909,0.182966947555542,paham,1
0.26461711525917053,0.3019528388977051,0.3214620351791382,0.338858038187027,0.3499677777290344,0.2728903293609619,0.2542477250099182,0.24274733662605286,0.23001697659492493,0.2575782835483551,0.22674712538719177,0.2118191421031952,0.19728119671344757,0.24471913278102875,0.21744900941848755,0.20103272795677185,0.1852494180202484,0.23451411724090576,0.21492615342140198,0.2027704417705536,0.1907179206609726,paham,1
0.26481372117996216,0.3026249408721924,0.3231792449951172,0.3402920067310333,0.3526812195777893,0.28069761395454407,0.2673752009868622,0.25844183564186096,0.2480047345161438,0.2628270983695984,0.23764702677726746,0.22399497032165527,0.21067914366722107,0.24793347716331482,0.2246156930923462,0.20872020721435547,0.19393673539161682,0.23515284061431885,0.21701878309249878,0.20438791811466217,0.19186283648014069,paham,1
0.27434635162353516,0.30798134207725525,0.3263896107673645,0.34496012330055237,0.3574944734573364,0.28223079442977905,0.26709017157554626,0.2549550533294678,0.24074548482894897,0.26589009165763855,0.24193333089351654,0.22724896669387817,0.21151819825172424,0.25171828269958496,0.22990791499614716,0.2146531194448471,0.19970139861106873,0.2395528256893158,0.224043607711792,0.21343472599983215,0.2029528021812439,paham,1
