Px4,Py4,Px8,Py8,Px12,Py12,Px16,Py16,Px20,Py20,Px5,Px9,Px13,Px17,Px1,Px2,Px3,Px10,Px14,Px18,bone_len_0,bone_len_1,bone_len_2,bone_len_3,bone_len_4,bone_len_7,angle_0,angle_1,angle_2,Px6,Px7,Px11,Px15,Px19,Label
0.21034751923114486,-0.019162616692428622,0.23926736690600797,0.0007742870229712762,0.12872754992332083,0.05040974978000661,0.08965452668009041,0.040408216584280954,0.08377867214094335,0.05759562665174556,0.09389231645134354,0.0793652001841174,0.06844817629240224,0.06128288567786053,0.05411123012314013,0.11093424933962726,0.1612455335507758,0.16462048418130448,0.14665364983889373,0.12137374342591863,0.09389231645134354,0.09959355021266278,0.06602357120060662,0.04510048457040455,0.034901650056056756,0.024664372043274756,0.9079919630850466,0.12305635314967996,2.370665099109091,0.15959230068486158,0.20467978612590787,0.15143115695160886,0.12169998058704112,0.10822620714129982,g
0.21084234625930812,-0.019811523889541036,0.24170337766917943,0.002155306092578621,0.12765574835725538,0.05347754892576661,0.08888648708870342,0.04162071600625074,0.0813038189223686,0.05829591853259694,0.09541305221749559,0.08030932330439036,0.06876761377900766,0.06138056531582378,0.053160639975511056,0.11076299439029431,0.16160374771110533,0.1638398612983059,0.14561123659891048,0.12091553302982501,0.09541305221749559,0.10072931199825583,0.06618436270637171,0.045308251705683054,0.0353654563610342,0.025315503665914705,0.9155412563762593,0.10528315455205871,2.396607382456787,0.16127194079389276,0.20657935809073436,0.1500392307324154,0.12029447162339586,0.10642000881122428,g
0.21746422798755752,-0.018854881553730912,0.24995944482822519,0.00275520519423382,0.13149429753887676,0.05349348845616018,0.09389007458294507,0.04267849310439635,0.08843449594986444,0.05997118511518693,0.10171788025475337,0.08712143626590194,0.07588904674018096,0.06860170963801843,0.0560595032783005,0.11480676809075727,0.16704460416539318,0.17123369965242416,0.15395868034287943,0.12868117604298496,0.10171788025475338,0.10677172383503776,0.06793522257239745,0.045959929411326594,0.03505912277728524,0.025662389183860664,0.8730292947535906,0.12251619720868004,2.4005402650922507,0.16922282140113806,0.21518049531050282,0.1553424123935922,0.12709224738955657,0.113877578997861,g
0.21137257068612966,-0.02639750873542515,0.2463558995889329,-0.0019598546535995326,0.13517851859224736,0.05150842581539115,0.09735324552419299,0.040462787425571446,0.08779831304916152,0.055442285837123406,0.10196876106192851,0.08801518199022641,0.0757844897219838,0.06710401272525642,0.05409859583116966,0.11286072446183772,0.1631869021047472,0.1681949422382137,0.15071776540173326,0.12490195997168292,0.10196876106192851,0.10171633490942,0.06643216639419706,0.044329863328115386,0.034124422097845115,0.023084256030492807,0.8503539735641085,0.10134549712504134,2.4182580203656285,0.16825836190058308,0.21255978916966672,0.1563850594997442,0.1269634042917142,0.11070072221642316,g
0.20782058262542003,-0.026728274904036495,0.23990425027038792,-0.006608479262485353,0.1287538588276956,0.04984292588073345,0.09237837150808945,0.03792760083633392,0.08637929083942734,0.052839270154660334,0.09631066061084331,0.08233796109534787,0.0706362093860545,0.06171568406740774,0.05191953888313498,0.10995668707963384,0.1596820838384603,0.16578492179733775,0.1475552750264487,0.12070709139465349,0.09631066061084333,0.0966949956811421,0.06594934809599348,0.04413341949328493,0.03425994533522378,0.02193727441762722,0.8785720562982228,0.11529647744464926,2.369136659701012,0.16219948082453922,0.20621712451914087,0.152178441918356,0.12269889136398947,0.10808839469158256,g
0.20363453143122728,-0.022211716256053046,0.23389667434373218,0.00305658194319286,0.12510455711416915,0.05068074235802784,0.08946571261514949,0.039522740200361894,0.07925898976071753,0.05393134890036462,0.09361895061536328,0.07748216018448616,0.06470752708180291,0.056158221520951436,0.05234759886001817,0.10884179480349883,0.15673847732642399,0.15878958678494587,0.14080101640812367,0.11608616763484547,0.09361895061536328,0.09449954862280396,0.06395414962126444,0.043037060592750025,0.03371148751810211,0.024725251482799405,0.9344389752216011,0.08151577773251618,2.28877160354705,0.1573050453526718,0.20033992239266585,0.146926655480581,0.11902701189242142,0.10378192632725472,g
0.20145992699545157,-0.023772094087805035,0.22693631107696144,-0.005474190898319201,0.1207221041004791,0.04662658356494753,0.08554102677841825,0.03766851726766317,0.07753351300562197,0.052565103569176944,0.08963131409554954,0.07362580064491374,0.06126742777325532,0.052964010998954925,0.05020725135232199,0.10668379799406763,0.15469747596118102,0.1540706139183408,0.13634331355028556,0.11186002311621643,0.08963131409554954,0.09034635392404386,0.06344427946919179,0.04173111963957774,0.03268840583569726,0.02252940006911759,0.9443951934949094,0.10045719847492206,2.344198823184534,0.1530294477366886,0.19467957057685095,0.14207789611267863,0.11409041654962361,0.0998859030363704,g
0.1978033820741604,-0.02607871831212573,0.2294638702818954,-0.00010037159646857086,0.12171726533262597,0.050190183741703094,0.08510928335840767,0.03795305532968475,0.07637472573794156,0.052532752341806564,0.09073666454837857,0.07524897246496615,0.06271431682722936,0.05360565505990185,0.05037366676998427,0.10703901563381477,0.15362149228070895,0.1558407295931575,0.1369326334910648,0.1119277784557803,0.09073666454837857,0.09070213734657727,0.06336993889598719,0.042232002800539625,0.033491046489433,0.02298942347832615,0.9384889298888514,0.08013457823967812,2.367717968023275,0.1539630699375027,0.19619160423983775,0.14363314902188443,0.11399923243482514,0.09916256810520076,g
0.19867357069087907,-0.03314312981138727,0.2301307938260772,-0.006680108517203617,0.12348511928257362,0.048046283412334634,0.0871610726473753,0.03808170821260053,0.07663500341972247,0.05344142414577921,0.08869752310409416,0.0734298920411883,0.06240920740743418,0.055637950790952226,0.05078375906931554,0.10631598315215443,0.15308481877492577,0.15782636335154282,0.14031006044782707,0.11553804973906837,0.08869752310409415,0.09223315022508746,0.06590838646436128,0.04237344362315177,0.03373068248916138,0.024707139758734075,0.9232495691425043,0.07575224389129288,2.4462269257185043,0.15459072506149069,0.1969017470785385,0.1460886723651419,0.11713109985710853,0.1012889212377732,g
0.19914624740495546,-0.02750222373423001,0.22944492828130794,-0.0018769991906747163,0.11988302817709788,0.04809950724157605,0.08533453559265952,0.03734357103768608,0.07568087908084703,0.05205050384147529,0.09110271326596225,0.07501813195767364,0.062479236209633235,0.05349023275469365,0.05125434470171583,0.10777995214068774,0.15463445763478653,0.1555623024161747,0.13774174339239798,0.11312001609751995,0.09110271326596225,0.09173855019827841,0.06335755324328424,0.04201027042765033,0.03332072215633157,0.024325307237808923,0.9482907424166271,0.0796155890799805,2.324421089565841,0.1543740772848588,0.19636852231136237,0.14211993729296588,0.11456358407620978,0.09986996750865247,g
