X0,X1,X3,X4,X5,X7,X9,X11,X12,X14,X15,X17,X19,Y0,Y1,Y3,Y4,Y11,Y12,Label
0.11934337019920349,0.17204907536506653,0.26538875699043274,0.30659979581832886,0.19829979538917542,0.28851670026779175,0.17213384807109833,0.22298860549926758,0.20031432807445526,0.21250896155834198,0.195901021361351,0.1283937692642212,0.17741963267326355,0.628983199596405,0.6279879808425903,0.5985382795333862,0.5937846302986145,0.5844396352767944,0.5993185043334961,g
0.12221962213516235,0.17408831417560577,0.26928815245628357,0.3106165826320648,0.20265281200408936,0.29298752546310425,0.1757209748029709,0.2238752841949463,0.20106709003448486,0.21430820226669312,0.19737426936626434,0.13100159168243408,0.17886807024478912,0.6302551031112671,0.6303319334983826,0.6057016253471375,0.6021022200584412,0.5897388458251953,0.6038651466369629,g
0.11761373281478882,0.1727931648492813,0.2686375081539154,0.3102366030216217,0.20290690660476685,0.29413700103759766,0.17603625357151031,0.22251345217227936,0.1987287551164627,0.21492516994476318,0.19698339700698853,0.13055932521820068,0.1786031424999237,0.6301497220993042,0.6314555406570435,0.613924503326416,0.6132903695106506,0.5960618257522583,0.6081857681274414,g
0.11939975619316101,0.17214244604110718,0.2686081528663635,0.3092706799507141,0.20386101305484772,0.2939164638519287,0.17835810780525208,0.2247980386018753,0.2025098353624344,0.21411289274692535,0.1984773725271225,0.13215407729148865,0.17841048538684845,0.6315436959266663,0.6349745988845825,0.6172603964805603,0.6169783473014832,0.5996912717819214,0.6145157814025879,g
0.12216916680335999,0.1710827350616455,0.26651057600975037,0.3075436055660248,0.20095276832580566,0.2910706400871277,0.1757829189300537,0.22302323579788208,0.19882233440876007,0.21421091258525848,0.1974007785320282,0.129836767911911,0.17837899923324585,0.6364532113075256,0.6364896297454834,0.6124442219734192,0.6102805733680725,0.5955089926719666,0.6110383868217468,g
0.11965983361005783,0.17089098691940308,0.26407480239868164,0.3044375479221344,0.19922903180122375,0.2866235375404358,0.1721244603395462,0.2218911498785019,0.19928570091724396,0.2106519639492035,0.19657987356185913,0.12734419107437134,0.17778711020946503,0.6357622742652893,0.6338162422180176,0.604159951210022,0.6011753082275391,0.5897244811058044,0.6051190495491028,g
0.12209756672382355,0.16950710117816925,0.26280707120895386,0.3029947578907013,0.19672183692455292,0.2842811644077301,0.16989074647426605,0.21859416365623474,0.19677962362766266,0.2075405716896057,0.19286546111106873,0.12565039098262787,0.17458128929138184,0.6324307918548584,0.6306108236312866,0.5978796482086182,0.5927935242652893,0.5817278027534485,0.5984892249107361,g
0.11928342282772064,0.16767263412475586,0.26162827014923096,0.3001139163970947,0.19580574333667755,0.28274083137512207,0.1698148101568222,0.21785350143909454,0.1949622631072998,0.20708079636096954,0.19165918231010437,0.1251739263534546,0.17304964363574982,0.6292232275009155,0.6274005770683289,0.5934618711471558,0.5873346328735352,0.5789427161216736,0.5956435799598694,g
0.12052160501480103,0.16920268535614014,0.26189538836479187,0.3020278513431549,0.19303330779075623,0.28200143575668335,0.16616293787956238,0.21721696853637695,0.19380265474319458,0.20665252208709717,0.19129794836044312,0.12364181876182556,0.1716163605451584,0.629272997379303,0.6264963150024414,0.5877962112426758,0.5786319375038147,0.5799092054367065,0.5990826487541199,g
0.11587567627429962,0.1657487004995346,0.26018956303596497,0.29911893606185913,0.19300824403762817,0.28098762035369873,0.1661449819803238,0.2149931937456131,0.1917794644832611,0.20535854995250702,0.18988466262817383,0.12150276452302933,0.17136482894420624,0.6279714107513428,0.6239889860153198,0.5863233804702759,0.5793622732162476,0.5738075375556946,0.5874871015548706,g
0.11678660660982132,0.17047074437141418,0.26235175132751465,0.30060550570487976,0.18573908507823944,0.27638599276542664,0.16247688233852386,0.21903476119041443,0.19977091252803802,0.20847581326961517,0.19491639733314514,0.12889204919338226,0.17732085287570953,0.6313863396644592,0.6230568289756775,0.5715882778167725,0.5520802736282349,0.5913617610931396,0.6221418380737305,g
0.11761754006147385,0.1702781319618225,0.2619299292564392,0.30013811588287354,0.1855047047138214,0.27788886427879333,0.16146862506866455,0.21950890123844147,0.20092694461345673,0.20803485810756683,0.19571851193904877,0.12772271037101746,0.17799675464630127,0.63161700963974,0.6225609183311462,0.572108268737793,0.5534563064575195,0.5892850756645203,0.6196920871734619,g
0.11713152378797531,0.17093110084533691,0.2615674138069153,0.2995452880859375,0.1852724552154541,0.27644726634025574,0.16172949969768524,0.21934184432029724,0.20064684748649597,0.20785193145275116,0.1956135332584381,0.12763750553131104,0.17905661463737488,0.6317070126533508,0.6250156760215759,0.5700592398643494,0.5496182441711426,0.5908313989639282,0.6215495467185974,g
0.11380426585674286,0.16860824823379517,0.2601369321346283,0.29832932353019714,0.18407697975635529,0.27684634923934937,0.16097135841846466,0.21879710257053375,0.1991172581911087,0.20663318037986755,0.1951746791601181,0.12733647227287292,0.1777660995721817,0.6297087669372559,0.6245614886283875,0.5717149972915649,0.5492565631866455,0.593629777431488,0.6255620121955872,g
0.11444871872663498,0.17059211432933807,0.26169970631599426,0.29960548877716064,0.18473035097122192,0.2774328887462616,0.16083255410194397,0.21895506978034973,0.1990848332643509,0.20714476704597473,0.19465604424476624,0.12716937065124512,0.17821408808231354,0.6322302222251892,0.6255680918693542,0.571591854095459,0.5479180812835693,0.5943281054496765,0.6258670091629028,g
