X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Label
0.0,0.2171527640806298,1.5458750627003712,3.317512840070491,4.517671504767527,3.028878492083087,5.874428225488695,7.609084852739759,8.947422261884565,3.221122657327932,6.53370050118918,8.479817721802993,10.0,3.2207042717170866,5.47285160138242,4.716447198126736,3.7010494582366107,3.05052075215618,4.894331771513641,4.24564154835779,3.3684932416930917,5.794715421923498,3.049658693892076,0.7096429147776097,0.0,0.4405795882074107,1.1921541663620727,1.067275256812904,1.0905128993800997,1.1523224769163785,2.945526653232351,2.594843650216756,2.543363829506484,2.5146055658159647,4.89150364570187,5.056892397197828,5.04709251885149,4.960293596355355,6.688506625434995,6.430615573967588,6.378232316196534,6.367000271720765,0.5404936075210571,h
0.0,0.25290726613221715,1.6465662105214232,3.3870390470667315,4.534966082396597,3.0821316472848923,5.878127591718056,7.604988454953629,8.9153668352589,3.3330834566812744,6.608340527316532,8.515587116428593,9.999999999999998,3.351762309534244,5.415786438907537,4.666084843783249,3.6742808552819306,3.1586139617203868,4.795495159528189,4.180371627331439,3.3577461676171434,5.771877861438696,3.0237562203382513,0.6846081541514283,0.0,0.5944129987668357,1.2151409891756986,1.154409500493707,1.189499976760325,1.2416600085428011,2.970343366625958,2.695695685541466,2.6563641835288987,2.613880567786234,4.909468714669461,5.0533678644526905,4.946480260976677,4.858959244258381,6.67317836052146,6.392138192792331,6.289161502787986,6.335982427023265,0.5426164865493774,h
0.0,0.3010381223850101,1.66891706346831,3.405007832678541,4.5646146096788165,3.2516127939443558,6.099159858559611,7.835243737481747,9.125405396559765,3.439647607699151,6.691745305668254,8.58344289609144,10.0,3.3918318792672237,5.396270086086973,4.626270630132637,3.664717719969218,3.121909436637126,4.682010764065483,4.034274876846867,3.220341795611949,5.538464100235318,2.8678217373373376,0.6821017732874154,0.0,0.6427628217854259,1.3667253920179172,1.4682365613902422,1.5802186719055824,1.715390047007555,3.1145285026097684,2.9798727507336364,3.028975240467466,3.0723955392849063,5.042184209842576,5.195901943735917,5.058243174631338,4.912564110183172,6.76450818343727,6.512672747058817,6.417800370266857,6.463627676392452,0.5437788963317871,h
0.0,0.3570873992775162,1.815778099231338,3.5613976961303537,4.627614752297305,3.2951202341243,6.173133330242595,7.9263344289391116,9.224348151527037,3.4607247812371242,6.714305550140635,8.596116974014661,10.0,3.4086302607300993,5.474605176804796,4.745841590099527,3.759668076765231,3.144981184283648,4.7547039000579465,4.156622226707051,3.343629536864472,5.602023816238749,2.8724172533916668,0.6437576380016362,0.0,0.753931525127543,1.388091810953296,1.5340017553342307,1.679988339188076,1.8509779704770237,3.1699537501102055,3.0755594659749916,3.1823449594349302,3.2728538545343904,5.143143810980816,5.300226861548847,5.129467148678632,4.970208001561587,6.887316547527606,6.627095345687713,6.482975978082968,6.5068642695484575,0.5454947352409363,h
0.0,0.30973322318592034,1.7167063129398705,3.4591803781954362,4.590995728019865,3.1384410504154476,5.987155188324117,7.710718855371956,9.027645182207621,3.3140512720756323,6.560294917477421,8.488838918747529,10.0,3.259034131252901,5.376011298860428,4.5941510675907224,3.590766750932437,3.012477457487622,4.6659175321452,4.0277963720029755,3.1986208529507554,5.534576081182144,2.8224019884390774,0.6129706949759262,0.0,0.7413709776752181,1.2728745747110781,1.23552984107874,1.2466341763308078,1.2852658739462057,2.9929463554119597,2.7349066600898633,2.6366703075599056,2.559287327180241,4.938584199533174,5.148883225614638,5.019195978932286,4.862812771397784,6.710323597982291,6.450479875271551,6.352795892238747,6.351053365783808,0.5514231324195862,h
0.0,0.3056128549902314,1.7467330412914366,3.5422972238201167,4.730900353602488,3.2036021864260107,6.036117297149263,7.775720443756183,9.104566030471789,3.3884206931590093,6.567779774653464,8.493707759622334,10.0,3.3156576167290255,5.394872429128841,4.59662414032326,3.5859369509338217,3.04273530917302,4.698784598009493,4.050746326269856,3.220483566777223,5.564360902653333,2.8648053014320394,0.6196599291759669,0.0,0.7471787511469813,1.263133065127151,1.060706177495833,0.9854616208702276,0.9367458318869756,2.977776234746001,2.547189341046592,2.2942854324564443,2.1201519206065886,4.888495728393496,5.054526447767852,4.893352902327421,4.737331382435993,6.641480861851271,6.34565916244923,6.264151822472769,6.27008936873676,0.5585391521453857,h
0.0,0.31914547802586407,1.7562484959362992,3.548928906126684,4.716483092170549,3.188377812950381,6.041254915769467,7.75653018177322,9.077493852349232,3.3460755647251723,6.568209078784794,8.494528999619043,10.0,3.2720792314986786,5.387469261746157,4.579318413473293,3.5597405135149187,3.0093601656179416,4.660942914391031,4.017876233953559,3.192148121675968,5.437981513964504,2.737918554045088,0.5237854091650584,0.0,0.7547971671340579,1.2630438207873698,1.0790369394514683,0.9717624775543073,0.9128281746613733,3.0439196344150505,2.63332821305639,2.396379983970398,2.243604250208306,4.996570148740233,5.055372279012674,4.9133443256896046,4.80022489679733,6.743709183407332,6.371020802756059,6.275800031975607,6.312774475297996,0.5551965236663818,h
0.0,0.33096971617571685,1.7146006610500288,3.4862739191006313,4.671629591042049,3.1975305806443974,6.037050026553881,7.738187045566854,9.046660854732023,3.3801553384432705,6.615940134912598,8.528054045074104,10.0,3.2820909888569516,5.420619536075726,4.618128980704368,3.6157892237600944,2.9716649163697175,4.64788736363571,4.002604802581863,3.1742854723286578,5.43187939620321,2.7802585667442266,0.6375152161700102,0.0,0.591924548369138,1.2169373884987102,1.0254225406590012,0.9051400113091774,0.8545758980939682,2.9565994461518432,2.5149604242195633,2.2831575122120378,2.1483187497173053,4.906883309888795,4.995413343674011,4.8675308666851445,4.734532910256054,6.676708434721626,6.3409805786787485,6.2318172844982405,6.201011682439535,0.5559841394424438,h
0.0,0.33879960269573534,1.7498133536683511,3.5034249468708984,4.670283375579288,3.2574218020967516,6.045536491102785,7.760529939349824,9.087570360635416,3.4181167672457313,6.602651614089221,8.504953493009642,10.0,3.324338092989986,5.428761817080036,4.648791787011994,3.63236382638519,3.0246236365090935,4.693695668005497,4.053236237436447,3.2163834357288255,5.514671548147297,2.877357900851204,0.6608835876864382,0.0,0.6235447907186835,1.2176522439522637,1.1039281869794557,1.016738547298678,0.9742319020613706,2.9040044432955354,2.5763063519291216,2.4242018553236826,2.31788927091797,4.82372272212287,5.086779541936237,4.986322132983682,4.822175395021117,6.590449594390065,6.407557773465818,6.321764091931188,6.282697446366475,0.5533245205879211,h
0.0,0.3665528391836665,1.8118635011830972,3.577402093978652,4.683027387791236,3.243045763784313,6.009260473281691,7.705498174171029,9.015351515769755,3.4136782731702655,6.5816726576494,8.495291508450745,10.0,3.3290568250478483,5.393279494146576,4.611710272793615,3.5981612593262082,3.0533176300390417,4.731783691163472,4.0874123734064565,3.235887686729266,5.562257878814035,2.879391423632982,0.559114128756075,0.0,0.8526323824089814,1.2168719579920233,1.0609567928755932,0.9868456138373509,0.9460394955447491,2.959538146236096,2.6130411055842044,2.400412603819724,2.250376615122101,4.900192534182129,5.13373885117229,4.985050815755701,4.82003211518666,6.677486626400224,6.488823387160631,6.361930877446536,6.310530599666579,0.5463231801986694,h
